ReactionDeletions,NoOfDels,GrowthRate,ProductFlux,CouplingStrength,DistFromIdeal
E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL Htex PDH PGI PPKr,8,0.71411579,2.42977162,0.0331382533916524,1.27544396136785
FORtppi FRK GLCptspp Htex PDH PPKr,6,0.71411732,2.42976063,0.0348177383514519,1.27479690184217
FRK Htex PDH PPC PPKr SUCDi VALt2rpp ZNabcpp,8,0.71448813,2.42710426,0.0275780088886851,1.27766415869601
FRK Htex PACCOAL PDH PPC PPKr SUCDi VALt2rpp,8,0.71448813,2.42710426,0.0275780088886851,1.27766415869601
FRK GLCt2pp Htex PACCOAL PDH PPC PPKr SUCDi,8,0.71448813,2.42710426,0.0275780088886851,1.27766415869601
5DKGR ACALDtex/ACALDtpp ACKr/PTAr DURIK1 E4PD/PERD/OHPBAT FORtppi FRK Htex KAS15 PDH PPC PPKr VALt2rpp,13,0.71457096,2.42651091,0.0472350009857663,1.27010993698999
E4PD/PERD/OHPBAT FORtppi FRK Htex MDH PDH PPKr RNDR1b VALt2rpp,9,0.71458219,2.42643047,0.0426363131160602,1.27188066794128
ACALDtex/ACALDtpp FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK Htex MDH PDH PPKr RNDR1b VALt2rpp,10,0.71458356,2.42642066,0.0426600214536142,1.27187182522498
ACALDtex/ACALDtpp E4PD/PERD/OHPBAT FRK GLUDy Htex PACCOAL PDH PGCD,8,0.71484223,2.42456761,0.016710232690086,1.28193473907264
DURIK1 FRK FTHFD G3PAT181 GLUDy Htex METt3pp PDH PPKr ZNabcpp,10,0.71506505,2.42297143,0.0537385095244131,1.2677129923767
5DKGR ACKr/PTAr DURIK1 FORtppi FRK GLCt2pp Htex PACCOAL PDH PPC PPKr VALt2rpp ZNabcpp,13,0.71521673,2.4218848,0.0471493445070838,1.27027479405037
DURIK1 FRK G3PAT181 GLUDy Htex METt3pp PDH PPKr ZNabcpp,9,0.71536133,2.42084899,0.0537109686932616,1.26778432752894
5DKGR E4PD/PERD/OHPBAT FE3tex FORtppi FRK G6PDH2r/PGL Htex PDH PPKr,9,0.67619358,2.41604961,0.133061127258854,1.24648068073392
5DKGR ACALDtex/ACALDtpp FE3tex FORtppi FRK G6PDH2r/PGL GLCt2pp Htex KAS15 PDH PPKr ZNabcpp,12,0.67629237,2.41530019,0.133186036092644,1.24645339685417
CRNabcpp DURIK1 FE3tex FRK FTHFD G3PAT181 Htex LPLIPAL2E181 METt3pp PDH PPKr SUCDi ZNabcpp,13,0.67672365,2.41202864,0.13473493943946,1.24595880288297
ACALDtex/ACALDtpp ACKr/PTAr DURIK1 E4PD/PERD/OHPBAT FORtppi FRK GLCt2pp Htex PDH PPC PPKr VALt2rpp ZNabcpp,13,0.71667228,2.41145777,0.0455604059361694,1.27118465444926
ACACT1r E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PGI PPKr,8,0.71704673,2.4087753,0.0319371793244214,1.27650553486341
ACACT1r FORtppi FRK Htex PDH PGI PPKr,7,0.71704831,2.408764,0.0319370392212486,1.27650591323196
E4PD/PERD/OHPBAT G6PDH2r/PGL GLCt2pp Htex PDH SUCDi,6,0.71708399,2.40850841,0.022872257962418,1.28001042206305
G6PDH2r/PGL GLCt2pp Htex PDH SUCDi,5,0.717085,2.40850121,0.0228722118019481,1.28001064540828
FRK G6PDH2r/PGL Htex PDH SUCDi,5,0.717085,2.40850121,0.0228722118019481,1.28001064540828
ACKr/PTAr DURIK1 FORtppi FRK Htex PACCOAL PDH PPC PPKr VALt2rpp,10,0.71727625,2.40713111,0.0429299729358111,1.27232075339499
ACKr/PTAr F6PA FRK GLUDy Htex LPLIPAL2E181 PACCOAL PDH PGCD,9,0.71742777,2.4060457,0.0692015866628637,1.26227761059339
5DKGR ACALDtex/ACALDtpp DURIK1 E4PD/PERD/OHPBAT FORtppi FRK GLCt2pp Htex PDH PPC PPKr VALt2rpp,12,0.71755879,2.40510712,0.046837876517407,1.27087717054032
5DGLCNR ATPHs/NTPP9 E4PD/PERD/OHPBAT FORtppi FRK Htex KAS14 PDH PGCD PPKr THD2pp,11,0.71761316,2.40471758,0.0427560720876411,1.27245740534595
5DGLCNR ACALDtex/ACALDtpp ATPHs/NTPP9 FORtppi FRK Htex KAS14 LPLIPAL2E181 PDH PGCD PPKr THD2pp,12,0.71761473,2.40470636,0.0427558113251103,1.27245782958479
5DGLCNR ACALDtex/ACALDtpp ALAALAtex ATPHs/NTPP9 FORtppi FRK Htex KAS14 PDH PGCD PPKr THD2pp,12,0.71761473,2.40470636,0.0427558113251103,1.27245782958479
5DKGR ACALDtex/ACALDtpp FORtppi FRK Htex KAS15 PACCOAL PDH PPC PPKr VALt2rpp,11,0.71820998,2.40044223,0.0467514249801987,1.27104576069997
FE3tex FORtppi FRK FTHFD G3PAT181 Htex LPLIPAL2E181 PDH PPKr ZNabcpp,10,0.67942399,2.3915447,0.137220721334847,1.24556830009703
E4PD/PERD/OHPBAT FORtppi FRK GLCt2pp Htex KAS15 PDH PPC PPKr VALt2rpp,10,0.71969298,2.3898185,0.0442157571135402,1.27233014705915
E4PD/PERD/OHPBAT FRK Htex PDH RPE SUCDi,6,0.71997748,2.38778042,0.0227226551586031,1.2806676078679
FRK Htex PDH RPE SUCDi,5,0.71997878,2.38777109,0.0227225863517812,1.28066790695223
ATPHs/NTPP9 CRNabcpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FORtppi FRK GLCP2 GLUt2rpp Htex MDH PDH RPE VALt2rpp,13,0.72005323,2.38723776,0.0388419200619377,1.27447200494678
E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PPKr SUCDi,7,0.72009547,2.38693522,0.033269880172972,1.27662566339548
ATPHs/NTPP9 CRNabcpp ALCD2x/ETOHtex FORtppi FRK GLCP2 GLUt2rpp Htex MDH PDH RPE VALt2rpp,12,0.7201417,2.38660402,0.0387423058545284,1.27452890835547
ACALDtex/ACALDtpp ALAALAtex E4PD/PERD/OHPBAT FORtppi FRK Htex KAS14 LPLIPAL2E181 PDH PGCD PPKr THD2pp,12,0.72016912,2.38640757,0.0359905878774697,1.27559356175291
FORtppi FRK Htex PDH PGCD PPKr,6,0.72017063,2.38639677,0.0321464372963946,1.27707415975016
FORtppi FRK Htex PDH PPKr SUCDi,6,0.72026178,2.38574382,0.0332538261297162,1.27666673882096
FORtppi FRK Htex KAS15 PDH PPC PPKr VALt2rpp,8,0.72030206,2.38545527,0.0425598532926589,1.27309461779648
FRK Htex PDH PGCD PPKr SUCDi,6,0.72082626,2.38170007,0.0270760807188129,1.27916596409999
E4PD/PERD/OHPBAT FORtppi FRK Htex PACCOAL PDH PGCD SUCDi,8,0.72260648,2.3689472,0.0330274370083147,1.27724934584511
E4PD/PERD/OHPBAT FORtppi FRK Htex PACCOAL PDH POR5,7,0.72348618,2.3626453,0.032922163074352,1.27747744747027
5DGLCNR ALAALAtex E4PD/PERD/OHPBAT FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FRK G6PDH2r/PGL Htex MDDCP3pp MDH PDH POR5 PPKr RNDR1b THD2pp VALt2rpp,15,0.72509561,2.3511159,0.019691996204473,1.2829215825221
5DGLCNR FRK G6PDH2r/PGL Htex MDH PDH POR5 PPKr,8,0.7250983,2.35109664,0.0196914542483412,1.28292236895294
5DKGR ACACT1r E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PPKr,8,0.72524528,2.35004372,0.0349152910033416,1.27708842646673
5DKGR ACACT1r FORtppi FRK Htex PDH PPKr,7,0.72524688,2.35003226,0.0349964966412541,1.27705753397468
5DKGR DURIK1 E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL Htex PACCOAL PDH PPC,10,0.72563973,2.34721803,0.0374093077841811,1.27621462660332
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FRK G6PDH2r/PGL Htex MDH PDH PPKr THD2pp,11,0.7256819,2.34691592,0.0196575110940483,1.28306103974995
5DGLCNR FRK G6PDH2r/PGL Htex MDH PDH PPKr,7,0.72568459,2.34689662,0.0196569697036008,1.28306183006206
5DKGR ACKr/PTAr DURIK1 E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL GLCt2pp Htex KAS15 PACCOAL PDH PPKr VALt2rpp ZNabcpp,15,0.72658622,2.34043768,0.0400000291775422,1.27542460538461
5DKGR FORtppi FRK G6PDH2r/PGL Htex PACCOAL PDH PPC,8,0.7266204,2.34019278,0.0373015125917191,1.27646907506696
5DKGR ACALDtex/ACALDtpp ACKr/PTAr DURIK1 FORtppi FRK G6PDH2r/PGL GLCt2pp Htex PACCOAL PDH PPKr ZNabcpp,13,0.72670029,2.33962052,0.0398497708044124,1.27550719879449
ACACT1r E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PPKr,7,0.72748928,2.33396842,0.034264023794275,1.27782656539666
ACACT1r FORtppi FRK Htex PDH PPKr,6,0.72749082,2.3339574,0.0307292812299679,1.27918681156315
E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK G6PDH2r/PGL Htex MDH PDH PPKr RPE,9,0.72808053,2.3297329,0.0265009421416612,1.28094371058275
ALCD2x/ETOHtex FRK G6PDH2r/PGL Htex MDH PDH PPKr RPE,8,0.72808343,2.32971216,0.0758724999413872,1.26202632172994
FORtppi FRK Htex PACCOAL PDH PGCD SUCDi,7,0.72808549,2.32969742,0.0324980106388331,1.27863636330112
ACALDtex/ACALDtpp ACKr/PTAr E4PD/PERD/OHPBAT FRK Htex PACCOAL PDH PGCD SUCDi,9,0.72830187,2.32814732,0.0235332500244713,1.28213553046827
E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PGI PPKr,7,0.72871975,2.32515379,0.0308627013334001,1.27940477195132
FORtppi FRK Htex PDH PGI PPKr VALt2rpp,7,0.72872138,2.32514212,0.0384801252846458,1.27647644556015
5DGLCNR ACALDtex/ACALDtpp ATPHs/NTPP9 DURIK1 E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL GLCt2pp Htex KAS15 OBTFL PDH PLIPA2A140pp/LPLIPAL1A140pp PPKr VALt2rpp,16,0.72957021,2.31906137,0.0397825042774157,1.27616375644093
5DKGR ACALDtex/ACALDtpp FORtppi FRK G6PDH2r/PGL GLCt2pp Htex KAS15 PDH PPKr VALt2rpp,11,0.72968522,2.31823749,0.0396315139835229,1.2762472176765
5DKGR E4PD/PERD/OHPBAT FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex PDH PGI PPKr,9,0.73217998,2.30036587,0.013147627991686,1.28699744367312
5DKGR FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex PDH PGI PPKr,8,0.7321821,2.30035066,0.0131475352921085,1.28699795312617
E4PD/PERD/OHPBAT FRK GLCptspp Htex MDH PACCOAL PDH,7,0.73344336,2.29131547,0.0270794870922275,1.28191176763018
FRK GLCptspp Htex MDH PACCOAL PDH,6,0.7334451,2.29130301,0.021807958087115,1.28394154278963
5DGLCNR E4PD/PERD/OHPBAT FRK Htex MDH PDH POR5 PPKr VALt2rpp,9,0.7339493,2.28769109,0.0260351770892076,1.28242770484418
FRK Htex MDH PDH POR5 PPKr,6,0.73395098,2.28767905,0.0260350357458478,1.28242813884866
E4PD/PERD/OHPBAT FORtppi FRK Htex PACCOAL PDH PGCD PGI,8,0.73400359,2.28730213,0.0303875216741106,1.28076591062732
ACALDtex/ACALDtpp F6PA FORtppi FRK Htex PACCOAL PDH PGCD PGI,9,0.73400525,2.28729028,0.031188646130256,1.28045830916094
E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK Htex MDH PDH PPKr,7,0.73435954,2.28475224,0.0260025899575023,1.2825329737486
ALCD2x/ETOHtex FRK Htex MDH PDH PPKr,6,0.73436122,2.28474019,0.0260024487676515,1.282533409072
E4PD/PERD/OHPBAT ALCD2x/ETOHtex FORtppi FRK GLCP2 Htex PDH PPKr RPE VALt2rpp,10,0.73486474,2.28113318,0.0418344333679692,1.27656613835789
CRNabcpp ALCD2x/ETOHtex FORtppi FRK GLCP2 HADPCOADH/HADPCOADH3 Htex PDH PPKr RPE VALt2rpp,11,0.73486619,2.28112279,0.04183424195907,1.27656654245287
5DKGR ACKr/PTAr E4PD/PERD/OHPBAT FORtppi FRK GLCt2pp Htex PDH PPKr VALt2rpp ZNabcpp,11,0.7350093,2.28009758,0.0445111238728544,1.27557295599293
5DKGR ACALDtex/ACALDtpp ACKr/PTAr DURIK1 FORtppi FRK GLCt2pp Htex PACCOAL PDH PPKr VALt2rpp ZNabcpp,13,0.73501094,2.28008581,0.044511732029458,1.27557309857699
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex PGCD PPKr RPE THD2pp,11,0.73600473,2.27296668,0.049960290336721,1.273713962124
ACKr/PTAr E4PD/PERD/OHPBAT FORtppi FRK Htex PDH PPKr VALt2rpp,8,0.7362779,2.27100977,0.0406008926792452,1.27736245600589
ACALDtex/ACALDtpp ACKr/PTAr DURIK1 FORtppi FRK GLCt2pp Htex PACCOAL PDH PPKr VALt2rpp ZNabcpp,12,0.73627947,2.27099849,0.0406250496160106,1.27735355449066
ACALDtex/ACALDtpp ACKr/PTAr DURIK1 FORtppi FRK G6PDH2r/PGL GLCt2pp Htex PDH PPKr VALt2rpp ZNabcpp,12,0.73627947,2.27099849,0.0406250496160106,1.27735355449066
5DKGR ACACT1r E4PD/PERD/OHPBAT FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex PDH PPKr,9,0.73651159,2.26933571,0.012548098530262,1.28820496365092
5DKGR ACACT1r FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex PDH PPKr,8,0.73651367,2.26932081,0.0125480223605354,1.2882054670712
ACKr/PTAr DURIK1 E4PD/PERD/OHPBAT FRK GLCt2pp Htex PACCOAL PDH PPKr SUCDi VALt2rpp,11,0.73662275,2.26853937,0.0252557907015498,1.28333539381909
ACKr/PTAr FRK GLCt2pp Htex PDH PPKr SUCDi,7,0.73662436,2.26852785,0.0252573238278463,1.28333517183416
5DKGR ACKr/PTAr E4PD/PERD/OHPBAT FRK Htex PACCOAL PDH PPKr SUCDi VALt2rpp,10,0.73688762,2.26664191,0.0256061568791181,1.28326129862588
ACKr/PTAr FRK Htex PDH PPKr SUCDi,6,0.73688846,2.26663595,0.0256066705129295,1.28326129038174
ACACT1r FRK Htex PDH PGI PPKr,6,0.73763303,2.26130204,0.0161543064306651,1.28707117119057
E4PD/PERD/OHPBAT FRK FTHFD GLUDy Htex PACCOAL PDH,7,0.73807661,2.25812438,0.0155756189049265,1.28739607254063
FRK FTHFD GLUDy Htex PACCOAL PDH,6,0.73815753,2.25754477,0.0155716896906817,1.28741619598389
5DGLCNR ACALDtex/ACALDtpp ALAALAtex E4PD/PERD/OHPBAT FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK Htex MDDCP3pp PDH PPKr RNDR1b VALt2rpp,13,0.73817087,2.25744918,0.0442392965195173,1.27640488130222
5DGLCNR ACALDtex/ACALDtpp ALAALAtex FORtppi FRK Htex MDDCP3pp PDH PPKr RNDR1b THD2pp VALt2rpp,12,0.73817253,2.25743731,0.0440889611538376,1.27646285373218
FRK GLUDy Htex PACCOAL PDH,5,0.73847325,2.25528299,0.0155563251614055,1.28749481721008
FRK GLCt2pp Htex PACCOAL PDH PPC SUCDi,7,0.73877113,2.25314913,0.0256521529204858,1.28367752037519
ACALDtex/ACALDtpp DURIK1 E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL GLCt2pp Htex KAS15 PACCOAL PDH PPKr VALt2rpp ZNabcpp,14,0.7394665,2.24816772,0.0415557702749213,1.27773456345499
ACALDtex/ACALDtpp FE3HOXexs/FE3HOXtonex/FE3HOXabcpp FORtppi FRK Htex PDH PPKr RNDR1b VALt2rpp,9,0.73946809,2.24815634,0.0457630430002733,1.27612347851792
ACALDtex/ACALDtpp DURIK1 E4PD/PERD/OHPBAT FRK GLCt2pp Htex KAS15 PDH PPKr SUCDi VALt2rpp,11,0.73971448,2.2463913,0.0247754106422252,1.28423351773451
FRK GLCt2pp Htex PACCOAL PDH PPKr SUCDi,7,0.7397161,2.24637969,0.0247769380712411,1.28423330742992
CRNabcpp FRK FTHFD G3PAT181 Htex METt3pp PDH PPKr SUCDi ZNabcpp,10,0.73992734,2.24486643,0.0254048188028841,1.28404105524034
CRNabcpp DURIK1 FRK FTHFD G3PAT181 Htex METt3pp PDH PPKr SUCDi,10,0.73992734,2.24486643,0.0254048188028841,1.28404105524034
DURIK1 E4PD/PERD/OHPBAT FRK Htex PDH PPKr SUCDi,7,0.74009034,2.24369873,0.0252706851977018,1.28413059353228
FRK Htex PDH PPKr SUCDi ZNabcpp,6,0.74009118,2.24369272,0.0252711834776899,1.28413059729377
5DGLCNR ALAALAtex ATPHs/NTPP9 E4PD/PERD/OHPBAT FRK Htex KAS14 PDH PGCD PPKr,10,0.74109673,2.23648933,0.0444094119805386,1.2770238675986
5DKGR ACKr/PTAr E4PD/PERD/OHPBAT FORtppi FRK GLCt2pp Htex PACCOAL PDH PPC VALt2rpp,11,0.7414188,2.23418209,0.0436539105833303,1.27738904585716
5DKGR ACALDtex/ACALDtpp DURIK1 FORtppi FRK Htex KAS15 PACCOAL PDH PPC VALt2rpp,11,0.74211404,2.22920166,0.0435616876349625,1.27758864741523
ACALDtex/ACALDtpp ACKr/PTAr E4PD/PERD/OHPBAT FORtppi FRK GLCt2pp Htex PACCOAL PDH PPC VALt2rpp,11,0.74382277,2.21696089,0.0407498818569375,1.27907132859292
5DKGR FRK GLCptspp Htex PDH POR5 PPKr,7,0.74390665,2.21636,0.00804649346796405,1.29165750130796
E4PD/PERD/OHPBAT FORtppi FRK Htex PACCOAL PDH SUCDi,7,0.74432137,2.21338904,0.0309257411217416,1.28295605672001
ACALDtex/ACALDtpp E4PD/PERD/OHPBAT FORtppi FRK Htex LPLIPAL2E181 PACCOAL PDH PGCD,9,0.74433139,2.21331732,0.0326478102717125,1.28229780700589
ACALDtex/ACALDtpp ACKr/PTAr FORtppi FRK Htex LPLIPAL2E181 PACCOAL PDH PGCD,9,0.744333,2.21330579,0.0332203462697476,1.28207860228177
5DKGR FRK GLCptspp Htex PDH PPKr,6,0.74443759,2.21255653,0.0148365963088995,1.28916734393559
ACALDtex/ACALDtpp DURIK1 FORtppi FRK G6PDH2r/PGL Htex KAS15 PACCOAL PDH PPC VALt2rpp,11,0.74447339,2.21230004,0.0402075351544801,1.27943446709168
FORtppi FRK Htex PACCOAL PDH SUCDi,6,0.74449907,2.21211611,0.0309085140965993,1.28300505445799
5DGLCNR ACALDtex/ACALDtpp ALAALAtex ATPHs/NTPP9 FRK Htex KAS14 LPLIPAL2E181 PDH PGCD PPKr THD2pp,12,0.74495494,2.20885038,0.0436131479307997,1.2782462730915
FRK Htex PACCOAL PDH PGCD SUCDi,6,0.74554944,2.20459159,0.0202292151141579,1.28735765344879
E4PD/PERD/OHPBAT FRK Htex PDH PGCD PPKr RPE,7,0.74768829,2.18926962,0.0561601145311505,1.27411504099916
FRK Htex PDH PGCD PPKr RPE,6,0.74910098,2.17914954,0.0150390672296277,1.29020956960614
E4PD/PERD/OHPBAT FRK Htex PDH PGCD POR5 PPKr,7,0.74936854,2.17723288,0.0150260511336651,1.29027961877599
E4PD/PERD/OHPBAT FRK Htex PACCOAL PDH PGCD PGI,7,0.74940939,2.17694026,0.0155610406749774,1.29008381134831
FRK GLCptspp Htex PDH POR5 PPKr,6,0.74957863,2.17572785,0.0155524978080019,1.29012829989848
FRK FTHFD Htex PDH PGI PPKr,6,0.74966271,2.17512555,0.0155482590297176,1.29015041052384
ATPHs/NTPP9 E4PD/PERD/OHPBAT FRK Htex KAS14 PDH PGCD PPKr,8,0.74977524,2.17431943,0.054479179653892,1.27526839698358
ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex PDH PGI PPKr VALt2rpp,8,0.74999957,2.17271237,0.03405436619117,1.28313032267147
FRK Htex PDH PGCD POR5 PPKr,6,0.75221036,2.15687502,0.0528379454917371,1.27649827024525
FRK Htex PACCOAL PDH PGCD PGI,6,0.75234973,2.15587664,0.0154127788415635,1.29086141576702
E4PD/PERD/OHPBAT FRK Htex PDH PGI SUCDi,6,0.75256473,2.15433642,0.0151476670983504,1.29101640137069
FRK Htex PDH PGI SUCDi,5,0.75256621,2.15432582,0.0151481688235776,1.29101657400823
5DKGR ACKr/PTAr E4PD/PERD/OHPBAT FRK GLCt2pp Htex KAS15 PDH PPC PPKr,10,0.75261428,2.15398149,0.0139567242864432,1.29148644226158
5DKGR ACKr/PTAr FRK Htex KAS15 PDH PPC PPKr,8,0.75261503,2.15397612,0.0139566838042019,1.29148664291959
5DKGR ACKr/PTAr FRK GLCt2pp Htex PDH PPC PPKr,8,0.75261503,2.15397612,0.0139566838042019,1.29148664291959
FRK Htex PDH PGCD PPKr,5,0.75262015,2.15393942,0.0531625149818272,1.27647681275387
5DKGR ACALDtex/ACALDtpp ACKr/PTAr DURIK1 E4PD/PERD/OHPBAT FORtppi FRK G6PDH2r/PGL GLCt2pp Htex KAS15 PACCOAL PDH VALt2rpp ZNabcpp,15,0.75338373,2.14846943,0.0380429771160575,1.28244139625927
5DKGR ACALDtex/ACALDtpp FORtppi FRK G6PDH2r/PGL GLCt2pp Htex PACCOAL PDH,9,0.75350637,2.14759088,0.0378862092433272,1.28253198479149
E4PD/PERD/OHPBAT FORtppi FRK Htex PACCOAL PDH PGI,7,0.75355547,2.14723911,0.0285686334411454,1.28611140301456
FORtppi FRK Htex PACCOAL PDH PGI,6,0.75355721,2.14722663,0.02856846131165,1.28611190343708
5DKGR ACACT1r E4PD/PERD/OHPBAT FRK Htex PDH PPKr,7,0.75468816,2.13912489,0.0138617916040978,1.29203770043538
5DKGR ACACT1r FRK HADPCOADH/HADPCOADH3 Htex PDH PPKr,7,0.75468883,2.1391201,0.0138617527968447,1.29203788191509
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex PGCD PPKr RPE THD2pp,10,0.75513411,2.13593024,0.0470899400902444,1.27942461565904
5DKGR E4PD/PERD/OHPBAT FRK Htex PDH PPC PPKr,7,0.75581636,2.13104288,0.0138101403362054,1.29233969401025
5DKGR FRK Htex PDH PPC PPKr,6,0.75581711,2.13103747,0.0138101001709263,1.2923398996287
5DKGR E4PD/PERD/OHPBAT FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex PDH PPKr,8,0.75655761,2.12573279,0.0117580338660528,1.29331440372911
5DKGR FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex PDH PPKr,7,0.75655981,2.12571707,0.0117579600216935,1.29331498304071
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex METt3pp PGCD PPKr RPE,11,0.75657126,2.12563505,0.051299926460331,1.2781832749357
E4PD/PERD/OHPBAT FRK G6PDH2r/PGL Htex MDH PACCOAL PDH,7,0.76003631,2.10081258,0.0239593421530085,1.28951601140111
FRK Htex MDH PACCOAL PDH,5,0.76003811,2.10079966,0.0192951903424948,1.2913041676333
ACKr/PTAr E4PD/PERD/OHPBAT FRK Htex PDH PPC PPKr,7,0.76142593,2.09085785,0.0144385547784012,1.29352351520639
ACKr/PTAr FRK Htex PDH PPC PPKr,6,0.76142679,2.09085169,0.0144385122041739,1.29352375282824
ACOAD6f E4PD/PERD/OHPBAT FORtppi FRK Htex PACCOAL PDH,7,0.76172253,2.0887331,0.0275683193984034,1.2885685154379
ACOAD6f FORtppi FRK Htex PACCOAL PDH,6,0.76172421,2.08872103,0.0298449618661851,1.2876979378691
ACACT1r FRK Htex PDH PPKr,5,0.76302218,2.07942285,0.0143607227774165,1.29396566706666
5DKGR ACALDtex/ACALDtpp ACKr/PTAr E4PD/PERD/OHPBAT FORtppi FRK Htex PACCOAL PDH VALt2rpp,10,0.76344548,2.07639044,0.0406969990836804,1.2840006324176
5DKGR ACALDtex/ACALDtpp FORtppi FRK GLCt2pp Htex PACCOAL PDH VALt2rpp,9,0.76344725,2.07637773,0.040696904730484,1.28400113345625
E4PD/PERD/OHPBAT FRK GLCt2pp Htex PDH SUCDi,6,0.76440769,2.06949752,0.0187502692444132,1.2926431852475
FRK GLCt2pp Htex PACCOAL PDH SUCDi,6,0.76440942,2.06948512,0.0209230807228932,1.29181125273176
E4PD/PERD/OHPBAT FRK Htex PDH PPC PPKr,6,0.76473585,2.06714667,0.0142771389624273,1.29444364386697
FRK Htex PDH PPC PPKr,5,0.76473672,2.06714045,0.0142770965672996,1.294443886665
ACALDtex/ACALDtpp E4PD/PERD/OHPBAT FRK FTHFD Htex PACCOAL PDH SUCDi,8,0.76491161,2.06588761,0.0225411273336535,1.29132309089236
E4PD/PERD/OHPBAT F6PA FORtppi FRK Htex PACCOAL PDH VALt2rpp,8,0.76496392,2.06551287,0.0370631990068237,1.28578577391676
F6PA FORtppi FRK Htex PACCOAL PDH VALt2rpp,7,0.76496562,2.06550069,0.0376819941267426,1.28555006723432
FRK FTHFD Htex LPLIPAL2E181 PACCOAL PDH SUCDi,7,0.76552973,2.06145955,0.0227194572835205,1.29141703587718
ACALDtex/ACALDtpp DURIK1 E4PD/PERD/OHPBAT FRK Htex KAS15 PACCOAL PDH SUCDi,9,0.76570421,2.06020964,0.0225792933801421,1.29151655450615
FRK Htex PACCOAL PDH SUCDi,5,0.76570511,2.0602032,0.0204115393718608,1.29234673228988
5DKGR ACKr/PTAr E4PD/PERD/OHPBAT FRK Htex PDH PPKr,7,0.76648165,2.05464036,0.0133216105043089,1.29526779376835
5DKGR ACKr/PTAr FRK Htex PDH PPKr,6,0.76648234,2.05463541,0.0133215854653611,1.29526798536068
E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK G6PDH2r/PGL HADPCOADH/HADPCOADH3 Htex NADPHXD PDH PPKr RPE VALt2rpp,11,0.76695409,2.05125595,0.0310510372270132,1.28860713232036
ALCD2x/ETOHtex FRK G6PDH2r/PGL Htex PDH PPKr RPE VALt2rpp,8,0.76695584,2.05124345,0.0310508620678865,1.28860766106156
5DGLCNR ACALDtex/ACALDtpp E4PD/PERD/OHPBAT ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex PGCD PPKr,9,0.76779989,2.04519695,0.0334002001485049,1.2879347933068
5DGLCNR ACALDtex/ACALDtpp ALCD2x/ETOHtex FRK HADPCOADH/HADPCOADH3 Htex PGCD PPKr RPE,9,0.76895462,2.03692482,0.0492643506062816,1.28219884142805
5DGLCNR E4PD/PERD/OHPBAT FRK Htex PDH POR5 PPKr,7,0.76925405,2.03477985,0.0131945486669846,1.29605056038722
5DGLCNR FRK H2tex/H2tpp Htex PDH POR5 PPKr,7,0.76925474,2.03477486,0.0131945108326535,1.29605076139849
5DKGR E4PD/PERD/OHPBAT FRK HADPCOADH/HADPCOADH3 Htex PDH PPKr,7,0.76980308,2.03084678,0.013169380927912,1.29620663124498
5DKGR E4PD/PERD/OHPBAT FRK GLCt2pp Htex PDH PPKr,7,0.76980308,2.03084678,0.013169380927912,1.29620663124498
5DGLCNR E4PD/PERD/OHPBAT FRK H2tex/H2tpp Htex PDH PPKr,7,0.76980308,2.03084678,0.013169380927912,1.29620663124498
5DKGR FRK Htex PDH PPKr,5,0.76980377,2.03084179,0.0131693431431234,1.29620683267541
ACKr/PTAr FRK Htex PDH PPKr,5,0.77240806,2.01218558,0.0139028197090539,1.29662526381123
